6,149.0248,121.0026,106.7336
11,232.0489,237.5106,227.6469
7,141.5355,133.5414,127.4932
20,426.106,456.5019,453.4231
13,289.8773,247.2323,302.1828
9,206.439,216.5688,188.3179
8,159.7416,199.2262,185.6907
10,209.6466,238.2942,182.7908
5,101.8433,76.18262,85.89846
18,385.8347,397.9266,382.9771
13,307.9216,277.9815,264.1063
12,261.4531,259.7734,260.7492
13,263.7357,272.3786,302.8737
5,90.51807,95.5033,83.45892
19,417.4576,452.0371,370.3551
21,429.2165,518.0224,449.3599
19,396.2514,419.7788,351.8131
8,185.907,184.5619,168.9278
18,415.8254,411.4205,348.9913
11,233.2692,227.6576,198.3108
9,211.7707,234.6188,211.9186
11,256.3197,207.8322,236.9948
8,191.5744,162.1886,179.248
14,287.9649,278.3241,276.015
21,403.2104,417.7007,412.0441
5,114.4975,117.4948,108.9524
18,400.0309,462.9001,379.6385
6,106.533,118.5286,110.7926
7,157.04,139.2048,132.1131
15,388.9497,348.5623,306.6299
11,218.2533,269.6356,207.9208
6,164.6682,135.1843,140.6333
14,270.8347,312.4102,248.4912
18,368.2579,359.1861,353.0483
5,97.5112,104.8364,108.4078
11,205.1499,214.4816,196.4487
13,265.138,264.1311,261.802
6,119.1861,118.5193,108.8277
8,181.9097,173.8983,175.2095
18,394.2935,394.1178,324.7088
12,250.3771,252.1981,288.6637
18,431.0931,393.7579,365.661
10,194.4772,225.3733,194.3905
11,239.0886,248.0565,227.8757
10,199.1396,199.1268,180.0461
12,257.7215,232.0755,225.5851
13,283.4917,285.1664,271.152
6,115.5239,111.8583,108.3791
5,105.4964,86.50965,99.87959
12,300.6617,273.3065,269.8025
11,292.3166,241.9347,236.6837
8,171.4562,153.22,162.2863
16,316.7966,306.5696,339.164
11,248.6576,236.866,255.1199
8,185.5668,184.1585,176.2448
20,407.4149,432.41,436.4713
19,431.7527,425.7843,372.9941
16,313.8873,332.1373,330.3936
5,141.473,139.4834,113.346
14,317.8315,294.3867,310.7624
14,267.855,306.9405,277.4404
20,407.108,419.4013,408.1846
9,166.5535,183.6025,191.9686
6,104.5314,110.5279,97.7741
14,325.1189,297.5089,335.4802
20,458.2178,467.1199,422.198
18,380.846,448.3693,382.7841
16,351.2794,340.8097,312.0826
9,189.4565,207.0994,229.64
7,164.7024,171.3748,161.5748
10,184.3051,196.2588,206.2243
11,223.0053,260.5674,226.7953
16,378.4281,371.354,316.5842
20,464.8185,438.6363,422.1874
16,378.1922,384.7588,345.4944
6,119.5231,118.8532,127.0512
6,105.1949,148.6925,126.2062
12,264.1684,257.3748,279.2158
5,93.83743,94.50174,75.67709
16,378.0311,386.9585,371.9994
21,437.3151,514.2693,430.7328
18,391.7722,429.1471,356.3181
11,266.2823,212.6823,239.7615
19,391.9102,397.1416,410.2562
18,351.5975,397.8107,387.8089
21,419.742,433.2193,451.754
11,217.3034,258.094,204.7675
15,299.588,288.1012,311.8665
20,482.1407,431.0898,459.6707
11,237.8552,223.3361,237.024
14,376.794,339.8812,353.2914
10,224.9336,187.9657,225.5825
17,422.2511,396.2497,359.2256
9,196.4467,175.6065,182.8657
14,296.6893,274.1796,270.2095
15,342.2848,350.8913,294.4278
8,173.2457,170.731,177.7552
8,137.8699,177.2459,170.215
19,403.7715,469.2407,398.4335
11,242.6849,200.5015,223.6943
6,161.58339253728371,111.146,115.6237
11,235.16608507456743,272.3986,205.6968
7,152.2058110447405,154.1135,160.6568
20,412.2286516416782,457.099,442.7571
13,289.21792208948096,265.3076,276.457
9,213.332748059654,198.1054,168.7637
8,168.52362955219724,182.5793,180.6506
10,214.65206656711072,200.47,188.8175
5,116.290174029827,94.18085,78.88427
18,375.7339146267647,370.2856,380.7175
13,307.262222089481,256.5615,240.5334
12,262.6820035820242,280.1069,245.451
13,263.076322089481,249.9677,278.4326
5,104.96494402982698,96.83367,85.23389
19,405.4685331342215,388.2805,380.1173
21,413.4508701491349,449.1679,484.0311
19,384.2623331342214,377.2151,382.4307
8,194.68902955219724,230.543,192.4939
18,405.7246146267647,412.422,365.3133
11,236.38638507456747,270.6866,217.9056
9,218.664448059654,193.5941,204.2738
11,259.4368850745675,255.5062,220.7154
8,200.35642955219723,187.3847,160.2919
14,285.4172405969377,272.2079,280.7841
