19,359.7486
20,424.7711
16,330.5776
18,397.7988
20,427.3268
21,477.2605
21,408.9346
21,386.9413
20,415.3985
17,344.0847
18,378.0476
21,447.6844
16,298.1974
17,333.9999
19,343.7844
18,366.7217
19,343.0276
15,299.7
19,363.254
19,378.9852
18,402.2079
21,406.1615
16,321.6303
15,363.6808
19,355.9926
18,334.2945
17,375.6448
15,305.5605
17,382.7744
15,344.9872
20,457.4655
20,357.5872
17,372.182
17,391.8421
16,327.1859
18,343.5032
16,312.6096
18,368.3834
17,395.4495
17,319.3369
21,437.9177
16,346.2402
20,439.1361
21,389.2341
18,362.673
18,377.4239
21,426.6954
20,404.3276
15,334.4269
18,353.4786
21,427.9062
16,342.2146
19,376.9543
20,453.1868
21,435.3762
18,416.5267
15,297.39
21,412.7555
20,362.8686
18,359.4123
16,313.9556
19,415.7401
18,363.6865
17,356.7983
18,366.5999
18,359.9402
21,434.5186
17,341.6883
21,416.4917
17,314.8755
21,403.1191
17,338.2893
18,387.8249
20,380.1658
18,413.7583
20,374.1035
18,356.6547
18,379.8957
19,373.4847
19,373.7714
15,334.9664
17,356.8689
17,378.9402
20,423.5771
16,334.2654
20,367.9775
17,421.7676
21,443.2495
15,293.0696
20,411.2722
21,405.3119
15,328.2523
17,345.2345
20,386.4376
15,312.3422
15,313.1761
17,429.7726
18,393.3996
19,421.7248
