6,110.4868
5,105.2721
6,103.8992
5,96.58153
6,147.285
7,132.6175
5,122.6485
5,85.5489
7,139.9303
7,121.5764
5,86.88084
7,118.9047
6,128.9613
7,158.8493
5,83.52876
6,110.5872
5,92.22496
7,136.5837
6,116.6119
6,174.9497
6,97.20101
6,163.9199
6,115.9243
6,110.9075
7,148.3486
6,138.3252
6,114.6166
7,132.2707
6,129.9785
5,105.9398
5,107.9389
5,125.6649
5,79.53177
5,92.91389
7,158.862
6,143.0111
6,125.9598
7,131.2707
5,91.23213
6,130.3054
7,139.2126
11,251.1504
5,106.5952
6,105.2327
6,112.2414
7,165.5519
7,144.0876
5,103.9318
7,141.7077
6,140.9944
7,169.5602
7,143.2945
5,100.5816
6,141.6759
6,130.9868
6,117.9461
5,90.89134
5,85.20281
5,91.24431
6,126.6258
7,186.6061
6,140.3286
7,144.7502
5,122.9976
6,120.2712
7,169.5697
6,97.87524
5,94.57317
7,131.9405
6,141.34
7,155.6416
5,111.9576
5,112.9583
6,152.3691
6,116.5949
5,129.0056
5,108.6097
7,137.9581
7,107.1931
6,99.54883
6,99.54671
6,108.9128
5,95.57041
7,146.2558
5,117.97
5,101.5735
7,174.5769
5,114.2881
7,137.9587
6,115.2731
7,125.9196
5,105.5965
5,110.6178
7,168.0734
5,116.304
6,128.3052
6,127.9583
5,77.19807
7,162.6705
6,109.512
5,92.90072
6,101.554
5,101.9284
6,147.7851
7,133.9489
5,105.9359
5,103.9323
7,160.1985
7,117.2211
5,89.55035
7,117.548
6,139.6775
7,147.9587
5,82.86111
6,115.259
5,95.23852
7,142.6848
6,114.2622
6,135.9917
6,105.5594
6,136.3147
6,134.9984
6,121.2702
7,148.4907
6,132.9784
6,167.4538
7,165.888
6,109.5727
5,107.2712
5,116.6349
5,100.9413
5,82.53522
5,122.3205
7,155.2651
6,143.6878
6,120.2789
7,138.1795
5,95.58204
6,120.9434
7,141.3995
11,256.6801
5,104.268
6,103.5462
6,121.2824
7,147.1263
7,138.2828
5,98.25355
7,168.8991
6,134.6489
7,145.9522
7,149.4072
5,92.89925
6,113.9193
6,133.7517
6,118.2744
5,83.86468
5,79.52834
5,83.2069
6,112.2504
7,152.4815
6,128.3006
7,152.6524
5,122.0014
6,132.3071
7,157.5159
6,142.4497
5,97.58557
7,159.9347
6,132.9788
7,126.2468
5,110.2803
5,98.24688
6,128.2958
6,106.2284
5,143.7244
5,85.21168
7,161.8625
7,124.5923
6,115.9186
6,90.18816
6,111.2437
5,93.89906
7,144.98
5,115.638
5,93.57101
7,202.1747
5,91.91287
7,140.9791
6,109.5765
7,119.2224
5,92.23711
5,89.55815
7,153.8342
5,110.2974
6,118.6044
6,95.86605
5,71.16827
7,136.6129
6,98.74427
5,101.5301
6,92.3459
5,94.31429
6,119.0172
7,124.6959
5,89.59313
5,90.4303
7,138.8504
7,151.8004
5,75.16203
7,117.4735
6,126.2359
7,145.27
5,87.7908
6,142.7905
5,82.51413
7,140.3846
6,122.3349
6,97.64179
6,130.6802
6,117.487
6,140.3934
6,113.8737
7,140.5049
6,121.5062
6,154.2698
7,127.3281
6,99.58121
5,98.89646
5,106.5386
5,89.18072
5,77.52449
5,98.90901
7,139.4374
6,144.683
6,107.4879
7,132.3264
5,84.45992
6,120.4089
7,135.0719
6,106.1043
5,112.2192
6,107.9131
6,119.2977
7,149.1387
7,131.3613
5,100.2895
7,140.6508
6,96.2485
7,128.7143
7,148.2948
5,77.53976
6,131.5005
6,98.18629
6,136.1267
5,96.25626
5,64.6475
5,95.42464
6,104.7117
7,151.6249
6,139.1348
7,112.6168
5,83.64042
6,121.5171
7,167.3082
6,105.8342
5,72.38356
7,146.4874
6,93.88976
7,118.1659
5,111.8073
5,94.73395
6,124.1426
6,128.8668
5,106.6704
5,79.05225
7,150.2449
7,125.3767
6,122.4824
6,100.5422
6,95.00018
5,86.27026
7,118.8621
5,121.5138
5,85.42481
7,151.2232
5,101.1085
7,144.7768
6,91.66586
7,115.5338
5,129.8531
5,89.74007
7,148.4852
5,91.25782
6,102.7697
6,114.0301
5,71.174
7,123.8674
6,96.38675
5,82.93131
6,104.1556
5,109.1685
6,108.8789
7,129.685
5,105.702
5,69.88097
7,151.7713
7,125.2433
5,79.18505
7,119.6938
6,123.5988
7,143.0191
5,86.1179
6,124.2915
5,91.26199
7,139.1284
6,137.6041
6,142.4077
6,96.51875
6,97.90999
6,118.8621
6,113.4659
7,150.6797
6,152.3285
6,141.052
7,137.5685
6,113.1813
5,96.54312
5,119.4435
5,116.1132
5,85.4389
5,100.4308
7,153.6224
6,113.1774
6,133.0354
7,123.4352
5,91.82235
6,107.7659
7,139.5691
7,113.5925
5,96.52779
6,99.15537
6,95.97522
7,151.6309
7,120.2417
5,92.10116
7,137.0372
6,132.6183
7,146.6925
7,134.2729
5,96.26834
6,128.5862
6,97.92093
6,118.5868
5,72.51486
5,99.31812
5,111.5332
6,96.53222
7,165.7941
6,103.176
7,125.662
5,111.11
6,95.4268
7,144.9616
6,144.222
5,85.99437
7,136.4855
6,131.926
7,127.4672
5,101.12
5,100.5582
6,133.4487
6,108.456
5,101.8059
5,63.62628
7,126.9161
7,120.514
6,107.2164
6,96.7981
6,94.57401
5,83.9129
7,116.7858
5,105.4202
5,93.47026
7,167.3843
5,85.85165
7,130.0953
6,107.0817
7,121.219
5,94.17407
5,103.8914
7,125.6684
5,103.4771
6,112.6287
6,123.5881
5,76.54572
7,140.8021
6,99.99666
5,81.68466
6,92.22082
5,101.956
6,116.646
7,122.0627
5,94.1664
5,84.58544
7,125.9471
7,120.1137
5,80.29375
7,106.3764
6,137.8973
7,147.3264
5,95.56165
6,113.7376
5,95.57143
7,151.3536
6,104.8773
6,103.6001
6,115.4349
6,124.4228
6,111.6572
6,98.88319
7,129.3996
6,117.4857
6,119.1573
7,131.6244
6,109.8503
5,82.79295
5,121.5354
5,102.2364
5,75.29142
5,83.20071
7,130.241
6,108.8813
6,140.9106
7,141.7228
5,86.41134
6,122.2119
7,144.8585
6,131.9212
5,118.7437
6,93.60295
6,107.0672
7,139.545
7,127.0569
5,102.6422
7,153.0669
6,96.94247
7,151.1795
7,117.3163
5,101.67
6,116.6518
6,119.9934
6,110.5358
5,79.04733
5,95.56796
5,112.644
6,111.2397
7,143.9745
6,109.9903
7,134.584
5,85.85704
6,104.5732
7,134.2689
6,114.9954
5,80.57069
7,128.9949
6,95.00117
7,110.8126
5,96.67435
5,95.83611
6,112.9144
6,117.618
5,97.36577
5,68.21738
7,127.7519
7,126.0683
6,95.95604
6,130.8098
6,91.79765
5,94.44082
7,125.2469
5,127.0748
5,97.09676
7,145.7896
5,91.67509
7,166.4903
6,120.9553
7,123.445
5,85.84865
5,90.28111
7,153.7289
5,92.50864
6,118.861
6,100.9658
5,87.38377
7,134.2412
5,74.1861
5,97.79518
6,106.8015
5,100.0053
6,117.7528
7,113.582
5,92.66033
5,74.60118
7,139.2014
7,127.3276
5,78.62987
7,115.9514
6,134.556
7,148.7072
5,83.35207
6,136.6467
5,104.3169
7,167.5793
6,103.3235
6,127.057
6,109.0538
6,120.6932
6,139.8343
6,96.94016
7,151.0871
6,157.3207
6,136.3736
7,175.2402
6,120.4015
5,97.65767
5,92.9258
5,117.7786
5,77.51529
5,103.0467
7,131.9121
6,117.7604
6,102.9133
7,119.8324
5,88.90291
6,109.988
7,132.8066
6,133.1698
5,107.093
6,100.2788
6,136.089
7,153.1022
7,145.2453
5,78.9234
7,122.6081
6,109.5815
7,140.9372
7,122.888
5,91.26709
6,114.2927
6,106.5243
6,131.6361
5,91.26012
5,73.48588
5,101.4004
6,114.849
7,148.5701
6,124.1352
7,148.5653
5,114.9984
6,107.915
7,156.7457
6,103.8995
5,81.68288
7,116.9137
6,130.2505
7,154.4361
5,90.29155
5,81.55318
6,120.9514
6,109.5799
5,127.6267
5,67.37927
7,143.0102
7,129.1131
6,112.763
6,103.4693
6,98.32178
5,93.21065
7,107.7754
5,119.993
5,96.25627
7,164.6743
5,91.9547
7,147.4689
6,107.0779
7,120.9503
5,88.48887
5,85.30225
7,135.3838
5,83.20502
6,104.9916
6,100.4144
5,72.52912
7,117.6237
