6,82.77907,109.512,110.4868
5,85.01156,92.90072,105.2721
6,106.2474,101.554,103.8992
5,100.6975,101.9284,96.58153
6,123.0005,147.7851,147.285
7,135.4702,133.9489,132.6175
5,97.34917,105.9359,122.6485
5,88.67199,103.9323,85.5489
7,153.793,160.1985,139.9303
7,131.9669,117.2211,121.5764
5,103.3557,89.55035,86.88084
7,124.2859,117.548,118.9047
6,153.5053,139.6775,128.9613
7,166.9962,147.9587,158.8493
5,124.6642,82.86111,83.52876
6,127.01,115.259,110.5872
5,83.02579,95.23852,92.22496
7,157.1793,142.6848,136.5837
6,121.9711,114.2622,116.6119
6,174.5155,135.9917,174.9497
6,136.6689,105.5594,97.20101
6,129.3343,136.3147,163.9199
6,133.9914,134.9984,115.9243
6,136.0006,121.2702,110.9075
7,170.1518,148.4907,148.3486
6,122.3392,132.9784,138.3252
6,181.173,167.4538,114.6166
7,145.1882,165.888,132.2707
6,105.3357,109.5727,129.9785
5,114.0173,107.2712,105.9398
5,142.3608,116.6349,107.9389
5,117.025,100.9413,125.6649
5,76.00434,82.53522,79.53177
5,107.0179,122.3205,92.91389
7,161.4645,155.2651,158.862
6,144.3066,143.6878,143.0111
6,112.9969,120.2789,125.9598
7,133.6939,138.1795,131.2707
5,90.33426,95.58204,91.23213
6,130.3288,120.9434,130.3054
7,131.944,141.3995,139.2126
11,243.1162,256.6801,251.1504
5,131.0247,104.268,106.5952
6,117.6494,103.5462,105.2327
6,146.864,121.2824,112.2414
7,156.9768,147.1263,165.5519
7,144.1596,138.2828,144.0876
5,96.69328,98.25355,103.9318
7,147.4885,168.8991,141.7077
6,123.0095,134.6489,140.9944
7,163.5075,145.9522,169.5602
7,142.9812,149.4072,143.2945
5,124.6804,92.89925,100.5816
6,128.3337,113.9193,141.6759
6,116.6774,133.7517,130.9868
6,128.9845,118.2744,117.9461
5,112.6909,83.86468,90.89134
5,99.69994,79.52834,85.20281
5,110.6703,83.2069,91.24431
6,122.0002,112.2504,126.6258
7,189.8194,152.4815,186.6061
6,125.0038,128.3006,140.3286
7,132.4362,152.6524,144.7502
5,145.6783,122.0014,122.9976
6,139.3363,132.3071,120.2712
7,159.4864,157.5159,169.5697
6,112.9936,142.4497,97.87524
5,87.35938,97.58557,94.57317
7,139.6584,159.9347,131.9405
6,130.6593,132.9788,141.34
7,128.9745,126.2468,155.6416
5,106.3313,110.2803,111.9576
5,122.691,98.24688,112.9583
6,131.9974,128.2958,152.3691
6,129.6701,106.2284,116.5949
5,126.6795,143.7244,129.0056
5,65.68797,85.21168,108.6097
7,139.9843,161.8625,137.9581
7,126.322,124.5923,107.1931
6,110.3394,115.9186,99.54883
6,105.9977,90.18816,99.54671
6,110.3148,111.2437,108.9128
5,84.36388,93.89906,95.57041
7,154.8223,144.98,146.2558
5,111.3304,115.638,117.97
5,102.3455,93.57101,101.5735
7,146.3121,202.1747,174.5769
5,103.3503,91.91287,114.2881
7,176.4314,140.9791,137.9587
6,114.3416,109.5765,115.2731
7,138.9614,119.2224,125.9196
5,124.3612,92.23711,105.5965
5,94.35581,89.55815,110.6178
7,144.6201,153.8342,168.0734
5,105.3508,110.2974,116.304
6,103.6801,118.6044,128.3052
6,113.0059,95.86605,127.9583
5,74.36565,71.16827,77.19807
7,163.8324,136.6129,162.6705
