14,1952.6334099091337,1980.8888099091337,1972.9211099091335
13,1807.7942092013384,1844.9596092013385,1821.4730092013383
10,1400.0467070779525,1385.2611070779526,1403.2687070779525
14,1981.4848099091337,1984.6475099091335,2000.7880099091335
10,1409.9498070779528,1426.3363070779526,1409.6319070779527
13,1817.2402092013383,1857.1793092013384,1845.5449092013384
14,1960.3410099091336,1955.2213099091337,1959.7628099091335
14,1946.7201099091335,1965.0464099091337,2022.3320099091336
14,1997.3730099091335,1976.7149099091334,1976.3060099091335
10,1401.6193070779527,1428.8024070779527,1429.9324070779526
10,1383.6302070779527,1419.9165070779527,1451.4295070779526
13,1816.3763092013382,1829.9067092013383,1864.6272092013382
12,1662.673908493543,1690.740608493543,1709.808008493543
13,1817.6875092013383,1811.2777092013384,1855.6601092013384
10,1383.1352070779526,1405.1549070779527,1391.0462070779527
14,1945.9032099091335,1959.4581099091336,1986.6545099091336
12,1703.928508493543,1711.781208493543,1709.619508493543
14,1972.5512099091336,1953.5722099091336,1970.5255099091335
11,1573.1579077857477,1575.6722077857478,1555.261407785748
13,1823.0472092013383,1800.2582092013383,1884.4784092013383
11,1559.9583077857478,1583.9373077857479,1577.3594077857479
10,1413.4805070779526,1424.2249070779526,1448.3711070779527
12,1687.981008493543,1677.300108493543,1695.202508493543
10,1404.6198070779526,1439.4621070779526,1452.4168070779526
14,1958.6132099091335,1935.9126099091336,1998.9407099091336
11,1581.2102077857478,1558.3113077857479,1537.4960077857477
14,1941.9983099091335,1944.2064099091335,1949.8985099091335
10,1380.4474070779527,1395.4395070779526,1414.0379070779527
10,1373.4558070779526,1417.3957070779527,1405.8718070779526
13,1815.1160092013383,1847.0237092013383,1853.7494092013385
11,1534.5330077857477,1590.9323077857478,1566.7665077857478
13,1825.7612092013383,1808.2984092013385,1850.5546092013383
14,1941.4094099091335,1970.5816099091335,1964.7878099091336
12,1697.8157084935428,1664.460908493543,1692.793708493543
14,1983.6165099091336,1961.7325099091336,2006.5449099091336
11,1548.128307785748,1531.5321077857477,1529.5391077857478
12,1678.956508493543,1681.019308493543,1666.314108493543
10,1416.6589070779526,1387.0476070779525,1399.8055070779526
10,1367.2456070779526,1415.4236070779525,1436.8817070779526
14,1984.6946099091335,1969.6352099091337,1951.2465099091335
10,1430.1691070779525,1386.1484070779527,1426.6905070779526
13,1839.7801092013383,1864.2824092013384,1820.5554092013383
13,1815.8966092013384,1811.6447092013384,1845.5973092013382
12,1677.135908493543,1653.884208493543,1689.390208493543
11,1525.7954077857478,1525.3809077857477,1555.9490077857479
11,1518.3147077857477,1515.2957077857477,1567.3912077857478
13,1852.1974092013384,1824.4839092013383,1850.7271092013384
12,1698.893308493543,1684.219008493543,1706.774308493543
13,1793.0044092013384,1828.8727092013382,1848.3382092013385
11,1566.1522077857478,1557.5393077857477,1588.9042077857478
14,2011.2429099091335,1962.3079099091335,1964.4307099091336
