15,564.1365,534.0822
16,584.9182,614.6437
18,659.3648,786.3185
14,554.2454,525.8558
10,373.4608,388.9987
11,407.0245,387.2386
16,591.7029,628.2535
15,600.9579,577.2423
14,518.8635,565.6313
14,567.824,522.516
19,722.0375,708.267
18,739.9227,718.9968
